Student_ID,Age,Gender,Academic_Level,Country,Avg_Daily_Usage_Hours,Most_Used_Platform,Affects_Academic_Performance,Sleep_Hours_Per_Night,Mental_Health_Score,Overall_Impact
529,18,Female,High School,USA,1.9,YouTube,No,7.9,7.2,Positive
507,18,Female,High School,Other,2.9,Snapchat,No,8.2,7.4,Positive
93,18,Female,Undergraduate,USA,2.1,Instagram,No,8.7,7.9,Positive
42,18,Male,High School,Other,5.8,LinkedIn,Yes,5.9,5.5,Negative
816,18,Female,High School,UK,3.6,Twitter,Yes,7.1,7.0,Neutral
87,18,Male,Graduate,USA,3.9,YouTube,Yes,6.0,6.7,Neutral
726,20,Male,Undergraduate,Other,8.1,LinkedIn,No,5.9,5.9,Negative
637,20,Male,High School,Other,8.2,Twitter,Yes,5.2,5.4,Negative
710,23,Male,Undergraduate,Canada,6.0,Snapchat,Yes,6.5,6.1,Neutral
75,19,Female,Graduate,Other,6.1,Facebook,Yes,4.6,4.3,Negative
354,22,Female,High School,Other,7.2,TikTok,Yes,4.5,5.9,Negative
340,21,Female,Graduate,Other,2.5,Facebook,No,8.7,8.3,Positive
145,19,Male,Undergraduate,UK,3.8,Snapchat,Yes,6.6,6.8,Neutral
528,22,Male,Undergraduate,USA,5.5,YouTube,Yes,5.2,4.6,Negative
49,20,Male,Graduate,India,5.6,Snapchat,Yes,5.8,5.1,Negative
443,22,Female,Undergraduate,Other,4.5,Snapchat,Yes,6.7,6.9,Neutral
578,20,Male,High School,Other,2.8,LinkedIn,No,8.5,8.7,Positive
901,20,Female,Undergraduate,Other,5.5,LinkedIn,No,6.5,6.8,Neutral
785,18,Female,Undergraduate,Other,6.3,LinkedIn,No,5.1,4.2,Negative
175,22,Male,High School,Other,4.0,YouTube,No,8.5,8.5,Positive
638,22,Female,High School,UK,5.1,Facebook,Yes,7.1,6.1,Neutral
516,20,Female,Undergraduate,Other,4.9,Twitter,No,6.0,7.0,Neutral
180,24,Female,Undergraduate,Australia,2.2,LinkedIn,No,7.1,7.1,Positive
324,23,Female,High School,Other,4.0,Instagram,Yes,7.1,8.0,Positive
476,21,Female,High School,Other,5.1,LinkedIn,No,6.9,6.0,Neutral
86,22,Male,High School,Other,3.7,YouTube,No,7.4,9.0,Positive
876,19,Male,High School,Other,4.4,TikTok,No,7.0,6.2,Neutral
805,20,Male,Undergraduate,USA,7.7,TikTok,Yes,5.6,5.3,Negative
136,19,Male,Undergraduate,USA,6.0,LinkedIn,Yes,5.5,4.7,Negative
806,22,Female,Graduate,Other,7.0,Instagram,Yes,5.8,4.3,Negative
955,19,Female,Undergraduate,Other,5.2,Twitter,No,6.8,6.2,Neutral
966,18,Male,High School,Other,6.5,Snapchat,No,5.4,4.1,Negative
319,20,Female,Graduate,Other,3.2,TikTok,No,8.6,7.5,Positive
749,23,Female,Graduate,Other,4.3,TikTok,No,6.1,6.3,Neutral
32,22,Male,Undergraduate,Australia,6.2,YouTube,No,5.5,4.8,Negative
569,20,Female,Graduate,USA,6.4,Facebook,Yes,5.5,5.7,Negative
25,24,Male,Graduate,India,8.1,LinkedIn,Yes,5.1,5.1,Negative
595,21,Male,Undergraduate,Other,5.2,Facebook,No,7.3,6.6,Neutral
844,22,Male,Undergraduate,Other,6.9,Snapchat,Yes,4.6,5.2,Negative
588,22,Male,Undergraduate,Other,2.6,YouTube,No,7.7,8.9,Positive
760,22,Female,Graduate,Other,1.6,LinkedIn,Yes,7.1,7.4,Positive
974,21,Male,High School,Other,3.8,Snapchat,No,6.7,6.8,Neutral
35,22,Female,Undergraduate,Other,7.4,TikTok,Yes,5.2,5.1,Negative
607,20,Female,Undergraduate,Other,6.4,TikTok,No,5.8,4.1,Negative
229,19,Male,Undergraduate,USA,5.1,Twitter,No,7.3,6.6,Neutral
62,18,Male,Graduate,UK,6.3,Snapchat,Yes,5.8,5.6,Negative
545,23,Female,Graduate,UK,5.7,Snapchat,Yes,5.5,4.5,Negative
508,24,Female,Graduate,Other,7.3,YouTube,Yes,5.6,5.0,Negative
499,19,Female,Graduate,Other,4.4,LinkedIn,No,6.9,6.5,Neutral
26,19,Male,Undergraduate,Other,6.5,LinkedIn,Yes,5.4,5.8,Negative
114,23,Male,High School,Other,3.8,YouTube,No,6.7,6.3,Neutral
192,24,Male,Graduate,Other,4.8,YouTube,No,6.7,6.1,Neutral
449,18,Female,Undergraduate,Other,2.5,LinkedIn,No,7.3,7.3,Positive
657,18,Female,Graduate,Other,2.8,Twitter,No,8.6,8.0,Positive
263,21,Male,Graduate,Australia,7.2,TikTok,Yes,4.7,5.8,Negative
12,19,Female,Graduate,UK,8.4,Snapchat,Yes,5.0,4.5,Negative
522,20,Female,High School,USA,2.5,Facebook,Yes,8.0,9.0,Positive
82,19,Male,High School,Other,8.4,Snapchat,Yes,4.8,5.4,Negative
893,21,Male,High School,India,2.5,Snapchat,No,7.4,8.0,Positive
984,22,Female,High School,Germany,6.6,Snapchat,Yes,4.7,5.4,Negative
473,19,Female,Undergraduate,Other,3.7,LinkedIn,No,6.1,6.6,Neutral
818,22,Female,Undergraduate,Other,2.9,Facebook,No,7.0,7.2,Positive
490,23,Male,Undergraduate,Other,3.3,Instagram,No,8.8,9.0,Positive
973,24,Male,Graduate,Other,7.4,Twitter,Yes,5.6,5.1,Negative
799,22,Female,Undergraduate,Australia,3.0,YouTube,No,8.3,7.8,Positive
71,22,Male,Undergraduate,Other,6.8,Facebook,Yes,5.2,4.3,Negative
456,23,Female,Graduate,India,2.6,Facebook,Yes,7.7,8.7,Positive
125,22,Male,Undergraduate,Other,6.7,Facebook,Yes,5.1,4.7,Negative
821,23,Female,High School,Other,6.7,Instagram,Yes,5.8,5.5,Negative
162,21,Male,Undergraduate,Canada,3.6,YouTube,Yes,6.2,6.1,Neutral
308,23,Male,High School,Australia,3.4,YouTube,No,8.7,7.8,Positive
361,20,Male,Undergraduate,Other,6.8,YouTube,Yes,6.0,5.1,Negative
910,18,Male,Undergraduate,Other,2.4,Twitter,Yes,7.3,8.4,Positive
148,18,Male,High School,Other,6.0,Snapchat,Yes,5.0,5.5,Negative
939,23,Female,Graduate,Other,7.4,Instagram,Yes,4.6,4.3,Negative
930,23,Female,Undergraduate,Other,4.5,Twitter,Yes,6.9,6.1,Neutral
714,23,Male,Graduate,Other,6.6,TikTok,No,5.6,5.0,Negative
234,19,Male,High School,India,3.6,Facebook,No,8.8,7.9,Positive
21,20,Male,Graduate,Other,2.0,LinkedIn,No,7.6,7.6,Positive
492,21,Female,Undergraduate,India,3.9,Facebook,No,7.8,7.1,Positive
650,20,Male,High School,Other,5.5,Instagram,No,6.7,6.8,Neutral
993,18,Male,High School,Other,6.7,Instagram,No,4.8,5.8,Negative
543,21,Male,Undergraduate,Other,8.2,Snapchat,No,4.9,5.6,Negative
200,21,Female,High School,Other,5.8,TikTok,Yes,5.6,6.0,Negative
968,18,Female,High School,Other,5.9,Snapchat,Yes,4.6,5.6,Negative
128,18,Male,Undergraduate,USA,7.2,Instagram,Yes,5.9,4.4,Negative
236,24,Male,Graduate,Other,6.5,Instagram,No,5.3,4.8,Negative
822,19,Female,Undergraduate,USA,2.9,LinkedIn,No,8.9,7.4,Positive
740,24,Male,Undergraduate,Other,6.3,TikTok,Yes,5.7,5.6,Negative
653,18,Male,High School,Australia,4.4,Twitter,Yes,6.1,6.5,Neutral
999,21,Female,Undergraduate,Other,7.1,TikTok,Yes,5.5,4.8,Negative
772,20,Female,High School,UK,3.8,TikTok,No,7.2,8.1,Positive
590,22,Female,Undergraduate,Other,7.9,Instagram,Yes,5.4,4.7,Negative
505,19,Female,High School,Other,5.6,LinkedIn,Yes,6.3,6.4,Neutral
642,20,Female,High School,Other,6.3,YouTube,Yes,5.2,4.6,Negative
88,21,Male,Undergraduate,Other,3.2,TikTok,No,7.1,7.1,Positive
811,20,Male,Undergraduate,Other,2.0,Snapchat,Yes,7.1,9.0,Positive
276,23,Male,Undergraduate,Australia,7.6,Snapchat,Yes,5.9,4.1,Negative
898,23,Female,Graduate,Other,7.4,YouTube,Yes,5.7,4.2,Negative
279,21,Male,Undergraduate,Other,5.6,YouTube,Yes,4.9,5.5,Negative
804,19,Female,High School,Other,4.6,LinkedIn,Yes,7.2,6.5,Neutral
154,19,Female,Graduate,USA,6.1,Facebook,Yes,4.8,4.2,Negative
273,20,Female,Undergraduate,Other,4.2,Snapchat,No,6.2,6.7,Neutral
832,22,Female,Undergraduate,Other,3.7,LinkedIn,No,6.2,6.9,Neutral
651,23,Male,Undergraduate,Other,6.1,LinkedIn,No,5.6,4.5,Negative
466,19,Female,Graduate,USA,6.1,TikTok,Yes,5.5,5.6,Negative
849,20,Male,High School,USA,2.7,LinkedIn,No,7.6,8.9,Positive
665,20,Male,Undergraduate,Other,6.0,Snapchat,No,5.8,4.9,Negative
212,23,Male,Graduate,Other,6.4,TikTok,Yes,5.4,4.6,Negative
498,21,Male,Graduate,UK,5.7,YouTube,Yes,5.3,5.8,Negative
249,20,Male,High School,Other,7.0,Instagram,Yes,5.3,5.1,Negative
196,23,Female,Graduate,Other,7.7,Facebook,Yes,5.7,4.6,Negative
435,19,Male,Graduate,Other,6.3,TikTok,Yes,4.8,4.0,Negative
336,20,Female,Undergraduate,Other,5.7,Twitter,Yes,5.2,5.5,Negative
482,18,Male,Undergraduate,Other,8.2,LinkedIn,Yes,5.2,4.6,Negative
194,19,Female,Undergraduate,Other,6.4,Twitter,Yes,5.5,4.4,Negative
690,22,Male,High School,India,6.6,TikTok,Yes,4.7,4.3,Negative
514,18,Female,Undergraduate,Other,6.0,LinkedIn,Yes,4.6,5.4,Negative
779,21,Female,High School,Germany,5.9,LinkedIn,Yes,5.1,5.9,Negative
716,23,Female,Undergraduate,Australia,7.4,LinkedIn,No,5.1,4.3,Negative
661,19,Male,Graduate,Other,5.8,Snapchat,Yes,5.6,4.5,Negative
470,21,Female,High School,Other,5.8,Instagram,Yes,6.0,4.4,Negative
553,21,Male,High School,Other,1.8,LinkedIn,No,9.0,8.2,Positive
877,18,Male,Graduate,Other,6.5,Snapchat,No,5.4,4.1,Negative
797,23,Male,Undergraduate,Other,3.8,Instagram,Yes,6.5,6.6,Neutral
264,18,Male,High School,Other,8.0,TikTok,Yes,5.6,4.5,Negative
835,19,Male,Undergraduate,India,7.7,Twitter,Yes,5.5,4.7,Negative
61,19,Male,Undergraduate,Other,8.1,Snapchat,Yes,5.2,5.0,Negative
675,22,Male,Undergraduate,Other,6.2,TikTok,No,5.2,5.8,Negative
191,18,Female,Undergraduate,Other,4.9,Facebook,No,7.1,6.6,Neutral
269,23,Male,High School,Other,3.9,YouTube,No,8.5,8.9,Positive
394,21,Male,Undergraduate,Other,6.6,Twitter,No,5.0,6.0,Negative
320,22,Male,High School,Other,6.2,Instagram,No,4.7,4.4,Negative
924,24,Male,Graduate,UK,2.4,Facebook,No,7.5,7.1,Positive
544,19,Male,Undergraduate,Other,3.6,Instagram,Yes,8.7,8.5,Positive
8,18,Male,High School,Other,2.8,Instagram,Yes,8.8,8.6,Positive
411,23,Male,High School,Other,1.6,YouTube,No,7.1,8.1,Positive
91,22,Male,High School,USA,7.3,Facebook,Yes,5.9,4.4,Negative
221,18,Female,High School,Canada,6.8,YouTube,Yes,5.2,5.2,Negative
197,22,Male,Undergraduate,Other,7.7,Facebook,Yes,5.0,6.0,Negative
912,23,Female,Graduate,Germany,5.5,LinkedIn,No,7.3,6.9,Neutral
438,22,Male,High School,Other,6.2,TikTok,No,5.5,5.9,Negative
885,24,Female,Graduate,Other,4.6,LinkedIn,Yes,6.8,6.4,Neutral
589,20,Male,Graduate,Other,7.2,Facebook,Yes,5.6,5.6,Negative
362,24,Male,Graduate,Other,3.3,TikTok,Yes,7.7,7.7,Positive
297,23,Male,Graduate,Other,5.4,YouTube,Yes,6.6,6.4,Neutral
501,23,Female,Undergraduate,Other,3.2,TikTok,No,7.6,9.0,Positive
841,18,Female,Graduate,Other,3.7,Snapchat,No,7.9,7.3,Positive
954,19,Female,High School,Other,6.3,Snapchat,Yes,5.7,5.4,Negative
989,21,Female,Undergraduate,Australia,7.5,YouTube,Yes,5.0,4.8,Negative
775,23,Female,Graduate,Other,6.0,Facebook,Yes,6.0,5.7,Negative
299,20,Male,High School,India,8.2,TikTok,No,5.8,5.9,Negative
122,18,Female,High School,Other,6.1,YouTube,Yes,5.5,4.5,Negative
763,19,Female,Graduate,Other,8.2,Instagram,Yes,4.5,5.8,Negative
259,24,Male,Graduate,Other,5.3,LinkedIn,No,7.0,6.2,Neutral
857,22,Male,Undergraduate,Other,5.8,YouTube,Yes,7.2,6.0,Neutral
115,22,Female,Undergraduate,USA,7.2,YouTube,Yes,4.6,5.4,Negative
734,23,Male,Undergraduate,UK,4.0,Snapchat,No,7.2,6.2,Neutral
293,20,Female,Undergraduate,Other,3.3,LinkedIn,No,7.5,8.3,Positive
938,22,Male,High School,India,6.1,Snapchat,Yes,4.5,5.8,Negative
211,18,Female,High School,India,6.8,Facebook,No,4.8,4.2,Negative
410,24,Male,Undergraduate,Other,3.4,Snapchat,No,7.1,8.3,Positive
541,24,Female,High School,Other,7.7,Instagram,Yes,4.8,4.8,Negative
670,23,Female,High School,Other,7.6,Instagram,Yes,4.7,5.6,Negative
510,24,Female,Graduate,India,4.7,Snapchat,No,6.6,6.8,Neutral
978,20,Male,Graduate,Other,4.9,Facebook,Yes,7.4,6.1,Neutral
133,23,Male,Undergraduate,Other,8.0,LinkedIn,Yes,4.9,5.9,Negative
812,24,Male,Graduate,Other,7.2,YouTube,No,5.9,5.9,Negative
605,22,Female,High School,USA,1.7,LinkedIn,No,7.9,8.3,Positive
640,24,Female,High School,Other,4.6,TikTok,No,6.8,6.5,Neutral
836,18,Male,High School,Australia,4.4,Facebook,Yes,6.5,6.5,Neutral
423,24,Female,High School,Other,3.7,TikTok,No,8.8,8.8,Positive
945,18,Female,High School,Other,1.8,YouTube,No,7.9,8.0,Positive
536,23,Female,High School,USA,7.7,YouTube,No,4.9,5.8,Negative
733,18,Male,Graduate,USA,4.5,Facebook,Yes,7.2,6.5,Neutral
484,22,Male,High School,Australia,8.1,Facebook,Yes,5.2,5.5,Negative
711,23,Male,Undergraduate,Other,3.5,YouTube,No,7.8,7.2,Positive
190,21,Female,Undergraduate,Canada,3.4,Instagram,No,7.0,7.3,Positive
762,20,Male,High School,Other,4.0,TikTok,Yes,7.1,7.3,Positive
683,24,Male,Graduate,Other,3.8,TikTok,Yes,6.0,6.1,Neutral
478,23,Male,Graduate,India,3.8,Twitter,Yes,6.6,6.7,Neutral
942,18,Male,Undergraduate,Other,5.6,Twitter,No,6.9,6.0,Neutral
860,23,Female,Undergraduate,Australia,4.3,Instagram,No,6.4,6.5,Neutral
95,22,Female,Undergraduate,UK,4.1,Snapchat,No,6.1,6.2,Neutral
450,21,Female,Undergraduate,India,2.5,YouTube,No,7.2,7.0,Positive
208,23,Male,High School,India,4.5,LinkedIn,Yes,6.2,6.4,Neutral
255,22,Female,High School,Other,7.7,Facebook,No,5.8,5.5,Negative
944,24,Male,Graduate,USA,5.2,Facebook,Yes,7.3,6.1,Neutral
643,22,Female,High School,Australia,8.0,Facebook,Yes,5.1,4.9,Negative
550,23,Male,Undergraduate,Other,6.9,Snapchat,Yes,5.7,5.7,Negative
367,20,Male,High School,Canada,4.3,LinkedIn,No,6.6,6.7,Neutral
463,20,Male,High School,Other,3.5,YouTube,No,8.3,8.2,Positive
666,21,Male,Undergraduate,UK,7.6,LinkedIn,Yes,6.0,4.5,Negative
659,19,Female,Graduate,Other,6.1,LinkedIn,Yes,5.8,4.1,Negative
676,19,Male,Graduate,Other,7.0,YouTube,Yes,5.4,5.9,Negative
770,18,Male,Undergraduate,Other,6.0,YouTube,Yes,5.9,4.1,Negative
669,24,Male,High School,Other,7.0,LinkedIn,Yes,5.0,4.5,Negative
403,23,Female,Graduate,Other,2.7,Instagram,No,7.8,8.8,Positive
311,21,Male,High School,USA,3.9,Snapchat,No,7.1,7.5,Positive
494,19,Female,Graduate,Other,5.5,Twitter,Yes,5.4,5.2,Negative
172,22,Male,Graduate,Other,1.9,Facebook,No,8.4,8.5,Positive
158,23,Female,Undergraduate,Other,1.8,LinkedIn,No,8.2,7.2,Positive
685,23,Male,High School,Other,4.9,Facebook,Yes,6.3,6.1,Neutral
748,20,Male,Undergraduate,UK,4.3,LinkedIn,Yes,6.2,6.2,Neutral
440,19,Female,High School,Other,2.9,YouTube,Yes,7.1,8.8,Positive
497,22,Female,Graduate,Germany,7.2,Facebook,Yes,5.4,5.7,Negative
433,22,Male,Undergraduate,Other,7.9,LinkedIn,Yes,4.7,4.1,Negative
105,19,Female,Undergraduate,Germany,2.5,Instagram,No,8.3,7.2,Positive
694,21,Female,Graduate,Other,3.8,LinkedIn,No,7.4,7.3,Positive
266,20,Female,Undergraduate,Other,5.8,Snapchat,Yes,7.2,6.1,Neutral
240,20,Male,Undergraduate,Other,5.9,Facebook,Yes,5.8,4.7,Negative
151,22,Male,High School,Other,2.6,Instagram,No,7.5,8.8,Positive
280,18,Female,Graduate,Other,5.2,Twitter,Yes,6.8,6.9,Neutral
964,21,Male,High School,Other,1.7,Snapchat,No,8.5,7.7,Positive
719,20,Male,Graduate,Australia,2.8,Twitter,No,7.0,7.8,Positive
445,19,Male,Graduate,Other,3.8,Facebook,No,7.4,8.8,Positive
29,24,Male,High School,Other,5.1,LinkedIn,Yes,6.5,6.8,Neutral
205,23,Male,Graduate,India,3.7,Instagram,Yes,6.5,6.9,Neutral
976,23,Female,Undergraduate,India,1.5,Snapchat,No,7.2,7.7,Positive
531,18,Female,Graduate,UK,3.5,Facebook,No,7.9,8.5,Positive
439,23,Male,Graduate,Other,3.8,Facebook,No,6.5,6.4,Neutral
673,21,Female,Undergraduate,Other,4.1,YouTube,No,6.2,6.6,Neutral
902,21,Female,High School,Other,5.4,Snapchat,Yes,6.3,6.5,Neutral
591,21,Female,Graduate,Other,6.7,YouTube,Yes,5.5,4.9,Negative
888,21,Male,High School,Other,7.4,Facebook,Yes,5.3,5.5,Negative
621,24,Male,Undergraduate,India,3.8,Facebook,No,6.3,6.8,Neutral
471,19,Male,Graduate,Other,7.4,LinkedIn,Yes,5.7,5.7,Negative
709,22,Female,Undergraduate,Other,2.0,LinkedIn,No,7.5,8.3,Positive
356,22,Male,Graduate,Other,7.3,Facebook,Yes,5.8,5.3,Negative
142,24,Female,High School,Canada,5.8,Facebook,Yes,5.5,4.1,Negative
468,22,Female,Undergraduate,Canada,7.2,Snapchat,Yes,5.1,4.6,Negative
943,24,Female,Graduate,Other,3.6,LinkedIn,No,8.4,7.6,Positive
680,21,Female,High School,Other,7.6,TikTok,Yes,5.2,4.1,Negative
623,22,Female,Undergraduate,Other,3.8,TikTok,No,7.4,6.8,Neutral
757,21,Male,Undergraduate,Other,6.1,Twitter,Yes,5.8,4.4,Negative
667,20,Female,Graduate,UK,2.9,TikTok,No,7.5,7.9,Positive
882,24,Female,High School,Other,3.7,Instagram,Yes,8.8,9.0,Positive
641,21,Female,Undergraduate,Australia,7.0,Facebook,Yes,5.9,4.1,Negative
67,22,Female,Undergraduate,Other,3.9,Instagram,No,7.7,8.3,Positive
36,19,Male,High School,Other,6.0,YouTube,Yes,5.6,4.2,Negative
81,18,Male,Undergraduate,Other,2.3,TikTok,No,8.0,7.2,Positive
51,22,Female,Undergraduate,Other,2.3,TikTok,Yes,8.0,8.5,Positive
887,19,Male,High School,India,3.5,Twitter,Yes,6.0,7.0,Neutral
916,22,Male,High School,Other,7.8,Instagram,No,6.0,5.3,Negative
886,19,Male,Undergraduate,UK,7.4,Instagram,Yes,5.2,4.7,Negative
416,20,Female,Undergraduate,Germany,3.2,LinkedIn,No,8.9,7.5,Positive
351,23,Male,Graduate,Australia,5.8,Twitter,Yes,4.8,5.0,Negative
396,21,Female,Undergraduate,Other,6.9,Instagram,Yes,5.7,4.6,Negative
839,22,Male,High School,Other,2.6,Twitter,No,8.2,7.2,Positive
481,20,Male,Undergraduate,Other,2.3,YouTube,No,7.2,7.4,Positive
988,23,Male,Graduate,USA,5.5,Instagram,Yes,5.9,4.3,Negative
756,24,Male,Graduate,Australia,4.0,Snapchat,No,8.6,8.6,Positive
349,19,Male,Undergraduate,Other,6.2,LinkedIn,No,4.7,4.3,Negative
963,18,Male,Graduate,Other,4.7,Snapchat,No,6.1,6.6,Neutral
429,20,Female,Graduate,UK,3.7,YouTube,No,8.6,8.4,Positive
855,19,Female,Undergraduate,Other,6.0,LinkedIn,No,6.0,5.8,Negative
538,24,Male,Graduate,Other,7.8,TikTok,Yes,5.0,4.8,Negative
413,20,Male,Graduate,USA,3.9,Instagram,No,6.6,6.8,Neutral
713,19,Female,Undergraduate,Other,7.2,YouTube,Yes,5.9,5.0,Negative
96,21,Female,High School,Other,6.2,Twitter,No,5.4,5.4,Negative
561,21,Female,Undergraduate,Canada,7.7,Twitter,Yes,5.6,4.5,Negative
1,22,Male,High School,USA,4.0,Twitter,No,7.6,8.6,Positive
647,22,Female,Undergraduate,USA,4.2,LinkedIn,No,6.8,6.5,Neutral
769,24,Female,Graduate,USA,3.9,LinkedIn,No,7.2,6.7,Neutral
527,21,Male,High School,UK,4.7,TikTok,Yes,6.2,6.3,Neutral
195,23,Male,High School,India,7.3,Snapchat,No,5.0,5.8,Negative
139,23,Female,High School,India,6.4,TikTok,No,5.3,4.9,Negative
38,20,Female,Graduate,Other,3.3,YouTube,No,7.4,7.1,Positive
696,19,Female,Graduate,Other,6.7,Twitter,Yes,6.0,4.6,Negative
235,21,Male,High School,Other,7.6,Facebook,Yes,5.1,4.3,Negative
464,23,Male,High School,Other,4.5,Instagram,Yes,6.6,6.3,Neutral
303,19,Male,Graduate,Other,3.0,YouTube,No,7.1,8.3,Positive
604,21,Female,High School,Other,6.2,Facebook,No,5.1,4.6,Negative
727,18,Female,High School,Other,6.6,Instagram,Yes,5.4,5.4,Negative
503,23,Male,Graduate,Other,8.4,Twitter,Yes,4.6,5.6,Negative
409,23,Female,Undergraduate,UK,7.0,Snapchat,Yes,5.6,5.9,Negative
848,23,Female,High School,USA,7.9,Snapchat,Yes,5.8,5.1,Negative
600,24,Female,Graduate,Other,3.6,Facebook,No,8.4,8.9,Positive
861,24,Male,Undergraduate,Canada,5.5,Snapchat,Yes,4.6,5.1,Negative
243,21,Male,Graduate,Other,2.0,Instagram,No,7.1,7.7,Positive
705,19,Male,High School,Australia,5.8,Facebook,Yes,7.4,6.2,Neutral
940,18,Female,Graduate,Other,6.3,YouTube,Yes,5.5,4.2,Negative
127,19,Male,Undergraduate,Other,3.2,LinkedIn,No,9.0,8.3,Positive
333,24,Female,High School,Other,1.7,YouTube,No,8.5,8.8,Positive
55,18,Female,Graduate,Other,7.0,Snapchat,Yes,4.8,4.4,Negative
339,22,Male,Undergraduate,Other,4.8,Snapchat,No,6.4,6.4,Neutral
307,24,Female,Undergraduate,Other,6.4,Facebook,No,5.0,4.5,Negative
609,23,Male,Undergraduate,India,1.8,TikTok,Yes,8.7,7.5,Positive
996,18,Male,Graduate,Other,7.0,Twitter,Yes,5.1,4.8,Negative
820,22,Male,High School,Other,2.6,YouTube,No,7.7,8.4,Positive
533,21,Female,High School,Other,1.7,Twitter,No,7.3,8.0,Positive
911,20,Male,Graduate,Other,5.0,Instagram,No,7.0,6.8,Neutral
972,23,Male,Undergraduate,Other,6.0,Instagram,Yes,5.4,5.1,Negative
905,19,Female,Undergraduate,Other,8.3,YouTube,No,5.9,4.7,Negative
870,21,Male,High School,Other,3.7,LinkedIn,No,7.0,8.5,Positive
381,18,Female,Graduate,Other,8.4,Snapchat,Yes,5.5,5.6,Negative
359,19,Female,Undergraduate,Other,5.5,Twitter,No,5.1,5.3,Negative
284,21,Male,Graduate,Other,8.0,YouTube,Yes,5.0,4.6,Negative
547,22,Male,Undergraduate,Australia,2.2,YouTube,No,8.6,8.6,Positive
502,22,Female,Undergraduate,Other,7.2,Twitter,Yes,5.9,5.3,Negative
173,18,Male,Graduate,Other,5.9,Instagram,Yes,5.6,4.5,Negative
884,24,Male,Undergraduate,Other,7.0,Instagram,Yes,5.8,5.1,Negative
163,18,Female,Graduate,Germany,1.9,YouTube,No,7.7,7.8,Positive
759,20,Male,Graduate,Other,6.0,YouTube,Yes,5.3,5.0,Negative
923,18,Male,High School,India,5.3,Snapchat,No,6.3,6.6,Neutral
241,18,Male,Undergraduate,Other,7.1,Snapchat,No,4.6,5.2,Negative
880,22,Female,Graduate,Other,6.2,YouTube,Yes,5.6,4.6,Negative
1,19,Female,Undergraduate,Bangladesh,5.2,Instagram,Yes,6.5,6.0,Negative
2,22,Male,Graduate,India,2.1,Twitter,No,7.5,8.0,Neutral
3,20,Female,Undergraduate,USA,6.0,TikTok,Yes,5.0,5.0,Negative
4,18,Male,High School,UK,3.0,YouTube,No,7.0,7.0,Positive
5,21,Male,Graduate,Canada,4.5,Facebook,Yes,6.0,6.0,Negative
6,19,Female,Undergraduate,Australia,7.2,Instagram,Yes,4.5,4.0,Negative
7,23,Male,Graduate,Germany,1.5,LinkedIn,No,8.0,9.0,Neutral
8,20,Female,Undergraduate,Brazil,5.8,Snapchat,Yes,6.0,6.0,Negative
9,18,Male,High School,Japan,4.0,TikTok,No,6.5,7.0,Positive
10,21,Female,Graduate,South Korea,3.3,Instagram,No,7.0,7.0,Positive
11,19,Male,Undergraduate,France,4.8,Snapchat,Yes,6.2,5.0,Negative
12,20,Female,Undergraduate,Spain,5.5,TikTok,Yes,5.8,6.0,Negative
13,22,Male,Graduate,Italy,2.8,LinkedIn,No,7.2,8.0,Positive
14,18,Female,High School,Mexico,6.5,Instagram,Yes,5.5,5.0,Negative
15,21,Male,Undergraduate,Russia,3.7,YouTube,No,6.8,7.0,Positive
16,20,Female,Undergraduate,China,4.2,TikTok,Yes,6.0,6.0,Negative
17,24,Male,Graduate,Sweden,2.0,LinkedIn,No,7.8,8.0,Neutral
18,19,Female,High School,Norway,5.0,Instagram,Yes,5.7,5.0,Negative
19,21,Male,Undergraduate,Denmark,3.5,Facebook,No,6.7,7.0,Positive
20,20,Female,Undergraduate,Netherlands,4.7,Snapchat,Yes,5.9,6.0,Negative
21,18,Male,High School,Belgium,5.3,TikTok,Yes,5.5,5.0,Negative
22,23,Female,Graduate,Switzerland,2.5,LinkedIn,No,7.3,8.0,Positive
23,19,Male,Undergraduate,Austria,4.9,Instagram,Yes,5.8,6.0,Negative
24,20,Female,Undergraduate,Portugal,5.7,TikTok,Yes,5.4,5.0,Negative
25,22,Male,Graduate,Greece,3.2,Facebook,No,6.9,7.0,Positive
26,19,Female,High School,Ireland,6.1,Instagram,Yes,5.2,5.0,Negative
27,21,Male,Undergraduate,New Zealand,3.8,YouTube,No,6.6,7.0,Positive
28,20,Female,Undergraduate,Singapore,4.4,TikTok,Yes,5.9,6.0,Negative
29,24,Male,Graduate,Malaysia,2.2,LinkedIn,No,7.4,8.0,Neutral
30,19,Female,High School,Thailand,5.9,Instagram,Yes,5.3,5.0,Negative
31,21,Male,Undergraduate,Vietnam,3.6,Facebook,No,6.7,7.0,Positive
32,20,Female,Undergraduate,Philippines,4.8,Snapchat,Yes,5.7,6.0,Negative
33,18,Male,High School,Indonesia,5.4,TikTok,Yes,5.4,5.0,Negative
34,23,Female,Graduate,Taiwan,2.6,LinkedIn,No,7.2,8.0,Positive
35,19,Male,Undergraduate,Hong Kong,4.7,Instagram,Yes,5.8,6.0,Negative
36,20,Female,Undergraduate,Turkey,5.6,TikTok,Yes,5.5,5.0,Negative
37,22,Male,Graduate,Israel,3.1,Facebook,No,6.8,7.0,Positive
38,19,Female,High School,UAE,6.2,Instagram,Yes,5.1,5.0,Negative
39,21,Male,Undergraduate,Egypt,3.9,YouTube,No,6.5,7.0,Negative
